,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
5967,Ford,2015,530000,79000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5
5968,Skoda,2008,210000,120000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5
5969,Mahindra,2019,977000,30000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8
5970,Maruti,2018,440000,20000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
5971,Maruti,2018,440000,17000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
5972,Hyundai,2018,655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
5973,Renault,2016,295000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
5974,Hyundai,2007,65000,70000,Petrol,Individual,Manual,Third Owner,15.0,1086.0,66.6,5
5975,Tata,2017,1200000,150000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7
5976,Tata,2017,1251000,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7
5977,Tata,2010,200000,60000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5
5978,Hyundai,2016,750000,40000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5
5979,Maruti,2018,400000,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5
5980,Honda,2017,475000,57000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5
5981,Tata,2012,110000,120000,Diesel,Individual,Manual,Second Owner,17.8,1405.0,70.0,5
5982,Renault,2017,350000,30000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5
5983,Maruti,2016,450000,175000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
5984,Tata,2010,150000,90000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5
5985,Tata,2009,80000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5
5986,Hyundai,2015,430000,35000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5
5987,Toyota,2017,1450000,81000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7
5988,Chevrolet,2011,360000,100000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5
5989,Tata,2017,1445000,60000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7
5990,Honda,2016,670000,60000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5
5991,Mercedes-Benz,2016,2000000,70000,Petrol,Individual,Automatic,First Owner,13.7,1991.0,183.0,5
5992,Honda,2015,440000,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
5993,Hyundai,2012,254999,90000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5
5994,Datsun,2018,530000,65000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,7
5995,Mahindra,2016,890000,40000,Diesel,Individual,Manual,Second Owner,16.0,1997.0,140.0,7
5996,Volkswagen,2013,280000,80000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5
5997,Maruti,2017,725000,35000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5
5998,Mahindra,2016,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7
5999,Maruti,2007,90000,70000,Petrol,Individual,Manual,First Owner,18.2,998.0,67.1,5
6000,Hyundai,2015,287000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5
6001,Hyundai,2018,1380000,55000,Petrol,Individual,Automatic,First Owner,14.8,1591.0,121.3,5
6002,Toyota,2013,750000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7
6003,Hyundai,2016,650000,40000,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,5
6004,Maruti,2013,240000,108916,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5
6005,Hyundai,2013,290000,40000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
6006,Hyundai,2014,229999,80000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
6007,Honda,2016,1000000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5
6008,Hyundai,2012,200000,90000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5
6009,Maruti,2004,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5
6010,Hyundai,2012,330000,90000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5
6011,Maruti,2009,200000,70000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5
6012,Mahindra,2018,420000,31000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6
6013,Maruti,2009,260000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
6014,Hyundai,2016,590000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
6015,Maruti,2015,545000,180000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
6016,Maruti,2011,210000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
6017,Honda,2008,185000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5
6018,Maruti,2006,125000,59000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
6019,Hyundai,2014,280000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
6020,Maruti,2005,98000,70000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
6021,Tata,2009,100000,190000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5
6022,Mahindra,2013,250000,180000,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5
6023,Toyota,2010,750000,150000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7
6024,Chevrolet,2007,160000,130000,Diesel,Individual,Manual,Second Owner,16.52,1991.0,123.7,5
6025,Hyundai,2013,509999,120000,Diesel,Individual,Automatic,Second Owner,22.32,1582.0,126.3,5
6026,Tata,2009,95000,80000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5
6027,Hyundai,2014,525000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5
6028,Datsun,2017,278000,20000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5
6029,Maruti,1997,50000,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
6030,Volkswagen,2011,254999,120000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5
6031,Maruti,2018,950000,51000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5
6032,Honda,2007,229999,60000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5
6033,Toyota,2009,600000,220000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8
6034,Maruti,2017,330000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5
6035,Maruti,2017,350000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
6036,Volkswagen,2016,560000,35000,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,5
6037,Maruti,2017,440000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
6038,Maruti,2011,220000,90000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5
6039,Maruti,2017,750000,110000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5
6040,Mahindra,2015,800000,140000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
6041,Tata,2007,59259,104000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5
6042,Mahindra,2015,750000,16000,Diesel,Individual,Manual,First Owner,18.06,2523.0,63.0,7
6043,Maruti,2019,780000,7200,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5
6044,Volkswagen,2011,320000,77000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5
6045,Mahindra,2017,690000,40000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6
6046,Maruti,2012,375000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
6047,Ford,2017,620000,50000,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,5
6048,Hyundai,2015,300000,85000,LPG,Individual,Manual,First Owner,13.45,1086.0,62.1,5
6049,Maruti,2016,370000,58000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7
6050,Mahindra,2013,770000,85000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,7
6051,Hyundai,2014,500000,65000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5
6052,Mahindra,2017,450000,120000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6
6053,Hyundai,2013,195000,50000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5
6054,Maruti,2018,472000,30000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5
6055,Maruti,2014,250000,58000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5
6056,Chevrolet,2011,165000,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5
6057,Tata,2018,525000,110000,Diesel,Individual,Manual,Second Owner,20.65,1248.0,88.7,5
6058,Maruti,2003,145000,65000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5
6059,Tata,2013,325000,100000,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5
6060,Mahindra,2017,660000,60000,Diesel,Individual,Manual,Second Owner,16.5,1493.0,70.0,7
6061,Ford,2014,310000,90000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5
6062,Mahindra,2008,250000,200000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7
6063,Ford,2014,330000,100000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5
6064,Ford,2012,250000,80000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
6065,Mahindra,2017,650000,60000,Diesel,Individual,Automatic,First Owner,17.45,1493.0,100.0,7
6066,Maruti,2016,305000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
6067,Maruti,2015,600000,50000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5
6068,Maruti,2015,280000,110000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
6069,Tata,2011,153000,50000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5
6070,Mahindra,2018,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7
6071,Renault,2017,325000,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
6072,Maruti,2006,155000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
6073,Maruti,2012,235000,80000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5
6074,Maruti,2016,500000,15000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
6075,Mahindra,2004,120000,150000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
6076,Skoda,2016,675000,88000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5
6077,Toyota,2014,950000,80000,Diesel,Dealer,Manual,First Owner,12.99,2494.0,100.6,7
6078,Mahindra,2018,1051000,59865,Diesel,Dealer,Manual,First Owner,15.1,2179.0,152.87,7
6079,Volkswagen,2016,591000,60000,Diesel,Dealer,Manual,First Owner,21.49,1498.0,108.5,5
6080,Hyundai,2015,585000,72000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5
6081,Honda,2017,1025000,68140,Petrol,Dealer,Automatic,First Owner,18.0,1497.0,117.6,5
6082,Maruti,2014,450000,53190,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5
6083,Hyundai,2014,484999,70100,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5
6084,Honda,2018,650000,47725,Diesel,Dealer,Manual,First Owner,27.3,1498.0,98.6,5
6085,Maruti,2014,434999,70195,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.02,5
6086,Ford,2011,195000,77395,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5
6087,Mahindra,2019,1000000,17000,Diesel,Dealer,Manual,First Owner,17.3,1497.0,121.0,8
6088,Hyundai,2013,650000,64000,Diesel,Dealer,Automatic,First Owner,14.62,1498.0,113.42,5
6089,Chevrolet,2014,190000,74321,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,5
6090,Maruti,2013,409999,80235,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.02,5
6091,Hyundai,2016,1050000,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582.0,126.2,5
6092,Volkswagen,2015,651000,69000,Diesel,Dealer,Automatic,First Owner,22.15,1498.0,108.6,5
6093,Maruti,2015,650000,57000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5
6094,Skoda,2017,750000,89000,Diesel,Dealer,Manual,First Owner,21.14,1498.0,103.6,5
6095,Volkswagen,2012,799000,61100,Diesel,Dealer,Automatic,First Owner,14.3,1968.0,140.0,5
6096,Skoda,2010,355000,116000,Diesel,Individual,Manual,First Owner,18.7,1896.0,66.0,5
6097,Hyundai,2015,600000,80000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.32,5
6098,Maruti,2018,685000,26000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5
6099,Maruti,2018,509999,100000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5
6100,Maruti,2012,150000,82300,CNG,Individual,Manual,Second Owner,26.83,796.0,38.4,5
6101,Maruti,2017,650000,82050,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
6102,Mahindra,2012,675000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7
6103,Renault,2018,319000,30000,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,5
6104,Honda,2019,640000,6000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5
6105,Hyundai,2017,650000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
6106,Maruti,2015,650000,70000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7
6107,Maruti,2010,155000,70000,CNG,Individual,Manual,Second Owner,26.83,796.0,38.4,5
6108,Maruti,2008,175000,120000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5
6109,Hyundai,2014,375000,76000,Diesel,Individual,Manual,Third Owner,24.0,1120.0,70.0,5
6110,Hyundai,2014,430000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5
6111,Tata,2008,65000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5
6112,Hyundai,2009,150000,70000,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5
6113,Hyundai,2019,620000,13000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5
6114,Ford,2013,250000,60000,Petrol,Individual,Manual,Second Owner,14.09,1596.0,99.6,5
6115,Maruti,2011,275000,165000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5
6116,Chevrolet,2013,454000,120000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,10
6117,Mahindra,2017,600000,30000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7
6118,Volkswagen,2011,400000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5
6119,Mahindra,2007,180000,187000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,5
6120,Maruti,2016,750000,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
6121,Maruti,2016,500000,40000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
6122,Honda,2015,1000000,46000,Diesel,Individual,Manual,First Owner,24.5,1498.0,98.6,7
6123,Maruti,2017,740000,24400,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5
6124,Volkswagen,2018,1290000,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498.0,108.6,5
6125,Hyundai,2020,775000,2000,Petrol,Dealer,Manual,First Owner,20.7,1197.0,81.86,5
6126,Renault,2017,695000,34000,Diesel,Dealer,Manual,First Owner,21.04,1461.0,83.8,8
6127,Hyundai,2018,730000,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197.0,81.86,5
6128,Chevrolet,2016,1295000,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776.0,197.2,7
6129,Isuzu,2016,1160000,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999.0,161.0,7
6130,Mercedes-Benz,2017,3300000,60000,Diesel,Dealer,Automatic,First Owner,0.0,1950.0,194.0,5
6131,Maruti,2016,434999,10000,Petrol,Dealer,Automatic,First Owner,23.1,998.0,67.04,5
6132,Mercedes-Benz,2018,4600000,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,170.0,5
6133,Hyundai,2015,850000,59235,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5
6134,BMW,2019,5800000,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
6135,Honda,2014,520000,48000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
6136,Mahindra,2018,650000,114000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,7
6137,Maruti,2011,430000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
6138,Hyundai,2013,360000,144000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5
6139,Hyundai,2013,350000,144000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5
6140,Maruti,2016,791000,190000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
6141,Toyota,2015,950000,190000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7
6142,Maruti,2019,690000,20000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5
6143,Hyundai,2017,860000,40000,Diesel,Individual,Manual,Second Owner,22.0,1582.0,126.2,5
6144,Maruti,2012,371000,100000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
6145,Tata,2008,45000,60000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,68.0,5
6146,Ford,2006,55000,201000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5
6147,Volkswagen,2011,240000,110000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5
6148,Maruti,2014,495000,77215,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5
6149,Honda,2015,671000,48228,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5
6150,Maruti,2017,693000,58559,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5
6151,Honda,2016,802999,50856,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.6,5
6152,Honda,2017,890000,18300,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5
6153,Maruti,2015,495000,59292,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5
6154,Maruti,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,23.1,998.0,67.04,5
6155,Maruti,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197.0,83.1,5
6156,Honda,2017,925000,69000,Diesel,Dealer,Manual,First Owner,25.6,1498.0,97.9,5
6157,Maruti,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.0,5
6158,Toyota,2017,1789999,36000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,8
6159,Maruti,2017,620000,37000,Petrol,Dealer,Manual,First Owner,21.01,1197.0,81.8,5
6160,Maruti,2016,375000,61173,Diesel,Dealer,Manual,First Owner,27.62,793.0,47.0,5
6161,Audi,2016,2450000,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,5
6162,Mahindra,2014,850000,75000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7
6163,Maruti,2017,750000,51000,Petrol,Dealer,Automatic,First Owner,19.56,1197.0,81.8,5
6164,Maruti,2018,775000,17000,Petrol,Dealer,Manual,First Owner,21.01,1197.0,81.8,5
6165,Maruti,2008,260000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5
6166,Audi,2013,2000000,35000,Diesel,Individual,Automatic,Second Owner,17.68,1968.0,174.33,5
6167,Mahindra,2016,1300000,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179.0,140.0,7
6168,Maruti,2017,380000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
6169,Hyundai,2017,480000,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
6170,Maruti,2016,240000,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
6171,Hyundai,2014,500000,33400,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,5
6172,Maruti,2015,420000,36000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5
6173,Ford,2011,130000,180000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
6174,Maruti,2012,110000,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
6175,Maruti,2007,120000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
6176,Maruti,2017,700000,80000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5
6177,Maruti,2018,550000,120000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
6178,Tata,2014,190000,110000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5
6179,Toyota,2018,665000,70000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5
6180,Mahindra,2014,445000,120000,Diesel,Individual,Manual,Second Owner,14.95,2489.0,93.7,7
6181,Hyundai,2012,340000,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396.0,88.76,5
6182,Hyundai,2009,330000,180000,Diesel,Individual,Manual,First Owner,13.6,1991.0,142.0,5
6183,Tata,2012,270000,80000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5
6184,Mahindra,2015,1044999,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7
6185,Maruti,2009,279000,117000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5
6186,Skoda,2007,250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896.0,122.4,5
6187,Hyundai,2012,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591.0,121.3,5
6188,Chevrolet,2016,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5
6189,Mitsubishi,2015,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477.0,178.0,7
6190,Hyundai,2014,250000,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
6191,Honda,2013,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
6192,Volkswagen,2010,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896.0,105.0,5
6193,Hyundai,2010,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5
6194,Skoda,2012,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5
6195,Maruti,2018,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5
6196,Toyota,2018,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,8
6197,Maruti,2012,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
6198,Ford,2018,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5
6199,Hyundai,2018,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
6200,Hyundai,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5
6201,Maruti,2012,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
6202,Renault,2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7
6203,Hyundai,2013,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
6204,Hyundai,2011,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5
6205,Tata,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5
6206,Tata,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5
6207,Maruti,2014,375000,110000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5
6208,Maruti,2012,380000,112048,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5
6209,Honda,2010,360000,98000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5
6210,Mahindra,2015,944999,41000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
6211,Chevrolet,2016,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10
6212,Toyota,2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5
6213,Maruti,2020,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5
6214,Hyundai,2018,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197.0,81.86,5
6215,Maruti,2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5
6216,Tata,2019,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5
6217,Ford,2017,495000,56000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5
6218,Toyota,2013,830000,215000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7
6219,Mahindra,2012,800000,40000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
6220,Maruti,2013,300000,120000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5
6221,Mahindra,2003,200000,120000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,7
6222,Honda,2017,480000,30400,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5
6223,Honda,2017,950000,24000,Diesel,Dealer,Manual,First Owner,21.9,1498.0,98.6,7
6224,Honda,2017,840000,30646,Petrol,Dealer,Manual,First Owner,15.4,1497.0,117.3,7
6225,Hyundai,2017,800000,15000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5
6226,Volkswagen,2017,750000,50000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5
6227,Hyundai,2017,254999,34000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
6228,Maruti,2016,725000,54000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7
6229,Mercedes-Benz,2016,1859000,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143.0,134.1,5
6230,Chevrolet,2012,145000,120000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5
6231,Tata,2018,750000,15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5
6232,Volkswagen,2017,655000,50000,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5
6233,Ford,2011,210000,84000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
6234,Honda,2011,450000,50000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,5
6235,Ford,2015,580000,52000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5
6236,Hyundai,2019,430000,18500,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5
6237,Tata,2012,155000,50000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5
6238,Datsun,2017,240000,35000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5
6239,Toyota,2016,540000,15500,Petrol,Individual,Manual,First Owner,16.78,1496.0,88.73,5
6240,Tata,2013,250000,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5
